month,exercise_name,total_sets,total_volume_kg,avg_weight_kg,best_1rm_kg
2024-02-01,Squat (Barbell),5,3200.0,52.0,93.3
2024-02-01,Stiff Leg Deadlift (Dumbbell),4,1418.0,25.0,38.1
2024-03-01,Bench Press (Barbell),12,7810.0,60.8,109.3
2024-03-01,Bent Over Row (Barbell),14,11635.0,58.9,99.7
2024-03-01,Bicep Curl (Barbell),11,4618.0,31.1,51.2
2024-03-01,Bicep Curl (Cable),16,5591.0,24.7,40.3
2024-03-01,Calf Press on Leg Press,4,4720.0,62.5,116.7
2024-03-01,Chest Dip,8,1550.0,14.4,33.3
2024-03-01,Chest Fly,6,5695.0,63.3,101.8
2024-03-01,Face Pull (Cable),9,3442.0,21.1,35.7
2024-03-01,Incline Bench Press (Dumbbell),10,3300.0,28.8,45.9
2024-03-01,Lat Pulldown (Cable),8,7825.0,83.1,123.3
2024-03-01,Lateral Raise (Cable),10,928.0,6.8,11.0
2024-03-01,Lateral Raise (Dumbbell),4,472.0,8.0,12.3
2024-03-01,Leg Extension (Machine),6,7748.0,43.8,90.0
2024-03-01,Lying Leg Curl (Machine),16,9860.0,48.1,74.4
2024-03-01,Pull Up,10,640.0,6.0,14.3
2024-03-01,Pullover (Machine),12,5234.0,31.4,49.8
2024-03-01,Reverse Fly (Machine),12,9545.0,49.5,82.3
2024-03-01,Romanian Deadlift (Barbell),12,10900.0,67.1,115.0
2024-03-01,Seated Calf Raise (Plate Loaded),16,7180.0,23.8,41.7
2024-03-01,Seated Leg Curl (Machine),6,5063.0,59.2,90.1
2024-03-01,Seated Leg Press (Machine),10,14918.0,91.3,157.2
2024-03-01,Seated Overhead Press (Dumbbell),7,2252.0,25.4,39.9
2024-03-01,Seated Row (Machine),13,11518.0,68.7,105.0
2024-03-01,Shrug (Dumbbell),10,4654.0,26.0,43.3
2024-03-01,Skullcrusher (Barbell),6,2419.0,27.8,43.3
2024-03-01,Split Squat Dumbbell,12,3324.0,18.3,30.7
2024-03-01,Squat (Barbell),12,8730.0,55.0,102.7
2024-03-01,Stiff Leg Deadlift (Dumbbell),20,7554.0,26.8,42.9
2024-03-01,Triceps Extension,6,2033.0,20.6,34.0
2024-04-01,Bench Press (Barbell),6,3675.0,64.2,106.7
2024-04-01,Bicep Curl (Cable),12,4511.0,25.3,40.3
2024-04-01,Bicep Curl (Machine),7,4321.0,50.4,84.0
2024-04-01,Chest Dip,3,820.0,20.0,29.3
2024-04-01,Chest Fly,13,11233.0,59.8,99.0
2024-04-01,Face Pull (Cable),6,2583.0,22.3,39.0
2024-04-01,Hip Abductor (Machine),4,5525.0,65.0,114.8
2024-04-01,Hip Adductor (Machine),4,8540.0,108.1,183.3
2024-04-01,Incline Bench Press (Dumbbell),15,5612.0,30.4,48.7
2024-04-01,Knee Raise (Captain's Chair),3,0.0,0.0,0.0
2024-04-01,Lat Pulldown (Cable),12,10385.0,76.7,129.5
2024-04-01,Lateral Raise (Dumbbell),3,312.0,6.0,9.6
2024-04-01,Lateral Raise (Machine),14,6548.0,29.3,53.7
2024-04-01,Leg Extension (Machine),13,18345.0,46.9,100.0
2024-04-01,Lying Leg Curl (Machine),7,4995.0,46.8,73.3
2024-04-01,Pull Up,10,600.0,6.5,19.0
2024-04-01,Pullover (Machine),7,3148.0,29.6,49.8
2024-04-01,Reverse Fly (Machine),6,4025.0,43.8,84.0
2024-04-01,Romanian Deadlift (Barbell),12,10445.0,65.0,115.0
2024-04-01,Seated Calf Raise (Plate Loaded),24,12330.0,26.3,51.0
2024-04-01,Seated Leg Curl (Machine),13,11288.0,55.2,94.0
2024-04-01,Seated Leg Press (Machine),17,23600.0,95.0,160.6
2024-04-01,Seated Overhead Press (Dumbbell),7,2210.0,26.0,39.9
2024-04-01,Seated Row (Cable),4,3370.0,67.5,100.3
2024-04-01,Seated Row (Machine),7,5823.0,64.6,106.3
2024-04-01,Shrug (Dumbbell),3,1560.0,26.0,44.2
2024-04-01,Skullcrusher (Barbell),3,1151.0,29.5,44.3
2024-04-01,Split Squat Dumbbell,6,1888.0,21.3,32.3
2024-04-01,Squat (Barbell),20,14700.0,55.8,107.5
2024-04-01,Stiff Leg Deadlift (Dumbbell),9,3146.0,26.2,40.1
2024-04-01,Triceps Extension,3,935.0,21.3,32.6
2024-04-01,Triceps Extension (Cable),3,979.0,22.9,34.0
2024-04-01,Triceps Pushdown (Cable - Straight Bar),3,1116.0,23.3,36.4
2024-05-01,Back Extension,3,500.0,10.0,16.3
2024-05-01,Bench Press (Barbell),5,3325.0,69.0,100.0
2024-05-01,Bent Over Row (Barbell),11,7710.0,56.8,91.0
2024-05-01,Bicep Curl (Barbell),16,6966.0,28.3,48.0
2024-05-01,Bicep Curl (Cable),7,2678.0,25.5,42.2
2024-05-01,Bicep Curl (Machine),6,4374.0,53.0,92.0
2024-05-01,Chest Fly,9,8190.0,65.0,99.7
2024-05-01,Crunch (Machine),12,12038.0,55.0,97.8
2024-05-01,Front Squat (Barbell),18,14610.0,58.6,95.3
2024-05-01,Hip Abductor (Machine),9,10725.0,65.0,110.5
2024-05-01,Hip Adductor (Machine),9,15868.0,96.7,165.8
2024-05-01,Incline Bench Press (Barbell),13,9608.0,62.3,98.0
2024-05-01,Incline Bench Press (Dumbbell),15,5704.0,32.1,48.7
2024-05-01,Incline Curl (Dumbbell),4,620.0,11.5,18.0
2024-05-01,Knee Raise (Captain's Chair),9,0.0,0.0,0.0
2024-05-01,Lat Pulldown (Cable),16,14740.0,78.1,126.0
2024-05-01,Lateral Raise (Dumbbell),17,1818.0,6.8,15.7
2024-05-01,Lateral Raise (Machine),8,3313.0,30.9,48.8
2024-05-01,Leg Extension (Machine),9,13050.0,48.3,100.0
2024-05-01,Lying Leg Curl (Machine),16,10773.0,49.7,76.7
2024-05-01,Pull Up,10,760.0,7.0,20.0
2024-05-01,Reverse Fly (Dumbbell),10,984.0,6.0,9.6
2024-05-01,Romanian Deadlift (Barbell),19,15395.0,66.6,107.3
2024-05-01,Seated Calf Raise (Plate Loaded),22,11485.0,26.6,52.0
2024-05-01,Seated Leg Curl (Machine),8,6060.0,61.3,93.2
2024-05-01,Seated Leg Press (Machine),12,15430.0,100.2,153.3
2024-05-01,Seated Overhead Press (Dumbbell),9,3330.0,25.8,41.6
2024-05-01,Seated Row (Cable),10,9580.0,75.0,120.0
2024-05-01,Seated Row (Machine),5,4810.0,77.5,114.7
2024-05-01,Shrug (Dumbbell),3,1120.0,20.0,32.7
2024-05-01,Skullcrusher (Barbell),12,5110.0,28.3,45.2
2024-05-01,Squat (Barbell),19,12645.0,59.2,101.5
2024-05-01,Stiff Leg Deadlift (Dumbbell),4,1430.0,26.0,39.9
2024-05-01,Strict Military Press (Barbell),4,1830.0,43.8,60.0
2024-05-01,Triceps Extension (Cable),3,990.0,23.8,35.8
2024-05-01,Triceps Pushdown (Cable - Straight Bar),7,3745.0,33.6,55.6
2024-06-01,Bent Over Row (Barbell),4,3220.0,57.5,90.0
2024-06-01,Bicep Curl (Barbell),4,1768.0,30.1,46.9
2024-06-01,Bicep Curl (Cable),4,1605.0,23.1,41.1
2024-06-01,Bicep Curl (Machine),16,11447.0,51.4,94.0
2024-06-01,Chest Fly,7,6040.0,68.2,104.0
2024-06-01,Crunch (Machine),12,13915.0,57.5,97.8
2024-06-01,Incline Bench Press (Barbell),10,6800.0,59.0,98.0
2024-06-01,Incline Bench Press (Dumbbell),16,5884.0,30.9,51.0
2024-06-01,Lat Pulldown (Cable),13,12050.0,78.5,132.0
2024-06-01,Lateral Raise (Dumbbell),16,2254.0,9.0,16.8
2024-06-01,Lateral Raise (Machine),4,1953.0,34.4,51.3
2024-06-01,Leg Extension (Machine),13,19500.0,50.0,100.0
2024-06-01,Lying Leg Curl (Machine),14,12313.0,52.9,88.0
2024-06-01,Pull Up,5,405.0,8.0,20.0
2024-06-01,Pullover (Machine),3,1075.0,24.6,38.5
2024-06-01,Reverse Fly (Dumbbell),4,432.0,6.0,10.0
2024-06-01,Romanian Deadlift (Barbell),4,3260.0,57.5,88.0
2024-06-01,Seated Calf Raise (Plate Loaded),15,9390.0,30.0,52.0
2024-06-01,Seated Leg Curl (Machine),4,3663.0,60.6,96.0
2024-06-01,Seated Leg Press (Machine),22,34832.0,96.0,167.4
2024-06-01,Seated Overhead Press (Dumbbell),9,3120.0,25.8,39.9
2024-06-01,Seated Row (Machine),4,4450.0,76.9,120.0
2024-06-01,Skullcrusher (Barbell),3,1184.0,32.0,46.9
2024-06-01,Squat (Barbell),5,3700.0,62.0,98.0
2024-06-01,Standing Leg Curl,3,1170.0,26.7,44.0
2024-06-01,Triceps Extension (Cable),3,1135.0,22.9,36.4
2024-06-01,Triceps Extension (Machine),6,10115.0,101.3,164.0
2024-06-01,Triceps Pushdown (Cable - Straight Bar),3,1765.0,35.4,58.0
2024-07-01,Bent Over Row (Barbell),5,4815.0,61.0,99.7
2024-07-01,Bicep Curl (Cable),28,4841.0,12.0,31.2
2024-07-01,Cable Crossover,9,1615.0,11.8,21.0
2024-07-01,Chest Dip,8,1355.0,12.5,31.7
2024-07-01,Chest Fly,6,5795.0,68.8,111.2
2024-07-01,Crunch (Machine),4,4658.0,57.5,97.8
2024-07-01,Face Pull (Cable),9,3889.0,23.8,41.1
2024-07-01,Hack Squat,32,9005.0,26.7,52.0
2024-07-01,Hip Adductor (Machine),15,30333.0,102.8,183.3
2024-07-01,Incline Bench Press (Barbell),4,2600.0,62.5,93.3
2024-07-01,Incline Bench Press (Dumbbell),10,3244.0,30.0,47.6
2024-07-01,Iso-Lateral Row (Machine),4,2135.0,38.8,62.3
2024-07-01,Lat Pulldown (Cable),8,7460.0,78.8,117.3
2024-07-01,Lateral Raise (Cable),11,993.0,7.2,11.0
2024-07-01,Lateral Raise (Dumbbell),16,2398.0,8.9,16.7
2024-07-01,Leg Extension (Machine),15,25200.0,56.0,115.0
2024-07-01,Lying Leg Curl (Machine),16,12160.0,52.5,84.3
2024-07-01,Overhead Press (Dumbbell),4,1494.0,25.5,41.1
2024-07-01,Pull Up,6,470.0,8.3,19.5
2024-07-01,Pullover (Machine),8,2770.0,23.3,38.3
2024-07-01,Reverse Fly (Dumbbell),4,396.0,6.0,9.6
2024-07-01,Romanian Deadlift (Barbell),19,15470.0,66.3,106.7
2024-07-01,Seated Calf Raise (Plate Loaded),14,9390.0,35.0,66.7
2024-07-01,Seated Leg Curl (Machine),4,3335.0,57.5,88.2
2024-07-01,Seated Leg Press (Machine),13,19520.0,96.2,168.7
2024-07-01,Seated Overhead Press (Dumbbell),14,4602.0,26.7,40.1
2024-07-01,Seated Row (Machine),9,10475.0,76.9,126.5
2024-07-01,Standing Calf Raise (Machine),8,12800.0,80.0,133.3
2024-07-01,T Bar Row,6,2580.0,31.7,60.0
2024-07-01,Triceps Extension,6,2153.0,21.3,35.4
2024-07-01,Triceps Extension (Cable),6,2195.0,21.7,37.2
2024-07-01,Triceps Pushdown (Cable - Straight Bar),9,4324.0,32.6,51.8
2024-08-01,Bicep Curl (Cable),3,404.0,9.6,15.4
2024-08-01,Bicep Curl (Dumbbell),11,1734.0,14.0,21.3
2024-08-01,Bicep Curl (Machine),4,2712.0,50.0,81.3
2024-08-01,Cable Crossover,4,543.0,10.9,15.8
2024-08-01,Crunch (Machine),8,8900.0,63.1,106.3
2024-08-01,Face Pull (Cable),3,1126.0,23.8,40.0
2024-08-01,Hack Squat,26,6730.0,23.5,46.7
2024-08-01,Hip Adductor (Machine),9,20530.0,116.7,207.6
2024-08-01,Incline Bench Press (Dumbbell),19,6654.0,30.5,49.9
2024-08-01,Incline Chest Press (Machine),7,3445.0,40.7,73.3
2024-08-01,Iso-Lateral Row (Machine),4,2150.0,39.4,59.5
2024-08-01,Lat Pulldown (Cable),3,2640.0,80.0,114.7
2024-08-01,Lateral Raise (Dumbbell),7,728.0,8.0,11.7
2024-08-01,Leg Extension (Machine),9,17290.0,65.0,130.0
2024-08-01,Lying Leg Curl (Machine),4,2825.0,53.8,80.7
2024-08-01,Pull Up,4,0.0,0.0,0.0
2024-08-01,Pullover (Machine),5,2378.0,31.8,49.8
2024-08-01,Romanian Deadlift (Barbell),5,4660.0,72.0,114.7
2024-08-01,Seated Calf Raise (Plate Loaded),4,2830.0,36.3,64.0
2024-08-01,Seated Leg Curl (Machine),12,10610.0,62.5,100.0
2024-08-01,Seated Overhead Press (Dumbbell),3,1092.0,26.0,39.9
2024-08-01,Standing Calf Raise (Machine),8,12720.0,80.0,133.3
2024-08-01,T Bar Row,9,4315.0,35.6,63.0
2024-08-01,Triceps Extension,3,1045.0,22.9,34.8
2024-08-01,Triceps Extension (Cable),6,1710.0,18.3,31.2
2024-08-01,Triceps Pushdown (Cable - Straight Bar),7,3671.0,35.2,58.0
2024-08-01,Upright Row (Barbell),7,2799.0,28.8,44.8
2024-09-01,Bench Press (Barbell),4,2740.0,65.0,98.0
2024-09-01,Bicep Curl (Barbell),3,1145.0,28.7,43.3
2024-09-01,Bicep Curl (Cable),3,421.0,10.4,16.1
2024-09-01,Bicep Curl (Dumbbell),3,490.0,13.3,19.6
2024-09-01,Cable Crossover,4,702.0,11.5,18.0
2024-09-01,Chest Dip,3,660.0,15.0,22.5
2024-09-01,Chest Fly,3,2480.0,62.5,91.0
2024-09-01,Chest Press (Machine),8,5618.0,54.4,86.0
2024-09-01,Face Pull (Cable),3,1064.0,22.9,37.6
2024-09-01,Hack Squat,7,2430.0,26.4,49.0
2024-09-01,Incline Bench Press (Dumbbell),6,1708.0,30.3,46.5
2024-09-01,Lat Pulldown (Cable),3,2730.0,76.7,109.3
2024-09-01,Lateral Raise (Cable),3,287.0,7.2,10.8
2024-09-01,Lateral Raise (Dumbbell),12,1336.0,10.0,16.8
2024-09-01,Leg Extension (Machine),3,5850.0,65.0,130.0
2024-09-01,Overhead Press (Dumbbell),12,3620.0,25.0,40.1
2024-09-01,Pull Up,5,350.0,6.0,14.3
2024-09-01,Romanian Deadlift (Barbell),4,3740.0,65.0,105.0
2024-09-01,Standing Calf Raise (Machine),4,5683.0,73.8,136.0
2024-09-01,T Bar Row,5,1890.0,31.0,53.3
2024-09-01,Triceps Extension,3,1021.0,22.9,34.8
2024-09-01,Triceps Extension (Cable),3,875.0,20.0,31.2
2024-09-01,Triceps Pushdown (Cable - Straight Bar),12,6110.0,34.1,55.6
2024-09-01,Upright Row (Barbell),4,1502.0,28.9,43.3
2024-10-01,Bicep Curl (Machine),3,1692.0,47.0,67.4
2024-10-01,Cable Crossover,3,518.0,10.4,18.0
2024-10-01,Chest Dip,4,520.0,10.0,22.0
2024-10-01,Hack Squat,8,2225.0,23.1,51.3
2024-10-01,Hammer Curl (Dumbbell),3,360.0,12.0,16.0
2024-10-01,Incline Bench Press (Dumbbell),10,3030.0,29.2,46.5
2024-10-01,Iso-Lateral Row (Machine),3,1200.0,33.3,49.0
2024-10-01,Lat Pulldown (Cable),3,2730.0,76.7,109.3
2024-10-01,Lateral Raise (Dumbbell),3,376.0,8.0,12.3
2024-10-01,Lying Leg Curl (Machine),6,4300.0,50.0,76.7
2024-10-01,Reverse Fly (Machine),3,1980.0,45.0,69.0
2024-10-01,Triceps Pushdown (Cable - Straight Bar),3,1495.0,32.5,52.0
2024-11-01,Back Extension,3,490.0,10.0,16.0
2024-11-01,Bench Press (Barbell),6,4085.0,63.3,106.7
2024-11-01,Bicep Curl (Barbell),9,2987.0,26.2,42.3
2024-11-01,Bicep Curl (Cable),4,535.0,10.0,16.5
2024-11-01,Bicep Curl (Machine),3,1295.0,40.0,60.9
2024-11-01,Cable Crossover,8,1230.0,12.5,19.5
2024-11-01,Cable Crunch,10,5445.0,30.0,52.1
2024-11-01,Chest Fly,8,6660.0,60.6,93.2
2024-11-01,Chest Press (Machine),3,1720.0,56.7,78.0
2024-11-01,Crunch (Machine),4,4440.0,62.5,108.3
2024-11-01,Face Pull (Cable),3,1143.0,22.9,38.0
2024-11-01,Hack Squat,25,7150.0,27.0,54.7
2024-11-01,Hammer Curl (Dumbbell),9,1236.0,11.3,17.2
2024-11-01,Hip Adductor (Machine),3,5725.0,122.5,195.8
2024-11-01,Incline Bench Press (Dumbbell),12,3542.0,29.2,45.9
2024-11-01,Lateral Raise (Cable),4,365.0,6.4,9.8
2024-11-01,Lateral Raise (Dumbbell),12,1712.0,8.0,13.3
2024-11-01,Lying Leg Curl (Machine),14,10110.0,53.2,82.5
2024-11-01,Pull Up,12,620.0,5.0,14.0
2024-11-01,Pullover (Machine),12,4038.0,24.4,39.4
2024-11-01,Reverse Fly (Machine),3,2228.0,50.0,77.0
2024-11-01,Seated Leg Press (Machine),12,15180.0,94.8,157.2
2024-11-01,Seated Overhead Press (Dumbbell),12,2920.0,23.0,39.2
2024-11-01,Seated Row (Machine),4,3655.0,78.1,112.0
2024-11-01,Shoulder Press (Machine),14,6235.0,40.0,64.5
2024-11-01,Split Squat Dumbbell,12,3024.0,16.5,27.6
2024-11-01,Standing Calf Raise (Machine),14,18788.0,73.6,133.3
2024-11-01,T Bar Row,8,3690.0,35.0,54.7
2024-11-01,Triceps Extension,3,403.0,8.8,13.4
2024-11-01,Triceps Extension (Cable),12,3353.0,18.4,34.0
2024-11-01,Triceps Extension (Dumbbell),4,1404.0,25.9,44.4
2024-11-01,Triceps Pushdown (Cable - Straight Bar),9,4330.0,32.9,53.1
2024-11-01,Upright Row (Barbell),4,1562.0,26.1,42.2
2024-11-01,Upright Row (Cable),3,1130.0,24.6,39.4
2024-12-01,Bicep Curl (Cable),11,1675.0,10.7,17.3
2024-12-01,Cable Crossover,8,886.0,8.9,13.4
2024-12-01,Chest Press (Machine),3,1490.0,53.3,71.5
2024-12-01,Face Pull (Cable),3,1164.0,23.8,38.0
2024-12-01,Hack Squat,12,3235.0,29.6,52.0
2024-12-01,Hammer Curl (Dumbbell),3,432.0,12.0,16.8
2024-12-01,Hip Adductor (Machine),3,5300.0,115.0,180.2
2024-12-01,Incline Bench Press (Dumbbell),11,3274.0,28.7,45.3
2024-12-01,Lat Pulldown (Machine),3,1836.0,68.0,100.1
2024-12-01,Lateral Raise (Dumbbell),8,1128.0,8.0,12.8
2024-12-01,Leg Extension (Machine),3,3420.0,72.5,116.0
2024-12-01,Lying Leg Curl (Machine),3,1390.0,53.3,71.5
2024-12-01,Preacher Curl (Dumbbell),4,494.0,11.0,17.2
2024-12-01,Pull Up,11,760.0,7.3,19.5
2024-12-01,Pullover (Machine),10,3775.0,28.3,43.1
2024-12-01,Seated Calf Raise (Plate Loaded),4,2285.0,33.8,54.8
2024-12-01,Seated Leg Curl (Machine),10,7633.0,61.5,99.7
2024-12-01,Seated Leg Press (Machine),3,3225.0,107.5,146.7
2024-12-01,Seated Row (Machine),8,7113.0,75.3,116.0
2024-12-01,Shoulder Press (Machine),8,2455.0,37.8,56.7
2024-12-01,Shrug (Dumbbell),7,2704.0,22.9,40.0
2024-12-01,T Bar Row,4,1910.0,41.3,61.5
2024-12-01,Triceps Extension (Cable),3,784.0,26.3,36.7
2024-12-01,Triceps Pushdown (Cable - Straight Bar),8,3400.0,30.7,50.9
2025-01-01,Bicep Curl (Cable),14,2558.0,14.4,26.9
2025-01-01,Bicep Curl (Machine),3,825.0,27.5,37.6
2025-01-01,Cable Crossover,3,338.0,8.9,13.4
2025-01-01,Chest Dip,10,0.0,0.0,0.0
2025-01-01,Chest Fly,3,1390.0,60.0,84.5
2025-01-01,Chest Press (Machine),4,1750.0,50.0,68.3
2025-01-01,Hack Squat,7,2580.0,33.6,63.0
2025-01-01,Hip Thrust (Barbell),2,1080.0,45.0,63.0
2025-01-01,Iso-Lateral Row (Machine),4,2683.0,72.5,96.7
2025-01-01,Knee Raise (Captain's Chair),3,0.0,0.0,0.0
2025-01-01,Lat Pulldown (Cable),4,2371.0,70.3,95.7
2025-01-01,Lateral Raise (Machine),8,2080.0,20.9,34.8
2025-01-01,Leg Extension (Machine),4,4135.0,70.6,111.2
2025-01-01,Lying Leg Curl (Machine),8,2890.0,44.4,65.0
2025-01-01,Pull Up,7,0.0,0.0,0.0
2025-01-01,Seated Leg Press (Machine),11,11475.0,100.0,150.3
2025-01-01,Shoulder Press (Machine),7,1683.0,27.5,38.5
2025-01-01,Triceps Extension (Cable),14,3602.0,18.4,33.0
2025-01-01,Triceps Pushdown (Cable - Straight Bar),4,1610.0,28.8,44.1
2025-02-01,Bicep Curl (Cable),14,2603.0,14.6,31.2
2025-02-01,Cable Crossover,12,1450.0,9.6,17.3
2025-02-01,Chest Fly,8,4540.0,56.6,86.7
2025-02-01,Hack Squat,18,6940.0,36.7,82.0
2025-02-01,Incline Bench Press (Dumbbell),30,8154.0,27.6,43.7
2025-02-01,Lat Pulldown (Cable),7,5154.0,67.3,95.7
2025-02-01,Lateral Raise (Dumbbell),15,1534.0,7.6,12.0
2025-02-01,Lateral Raise (Machine),4,840.0,20.0,28.0
2025-02-01,Leg Extension (Machine),8,8790.0,69.7,120.0
2025-02-01,Lying Leg Curl (Machine),9,4400.0,49.2,78.6
2025-02-01,Pullover (Machine),8,2991.0,28.8,44.1
2025-02-01,Romanian Deadlift (Barbell),4,2800.0,55.0,92.0
2025-02-01,Seated Calf Raise (Plate Loaded),12,6065.0,26.7,47.7
2025-02-01,Seated Leg Curl (Machine),5,3555.0,54.5,86.3
2025-02-01,Seated Leg Press (Machine),8,8748.0,98.8,143.5
2025-02-01,Seated Overhead Press (Dumbbell),7,1514.0,21.4,31.5
2025-02-01,Seated Row (Machine),8,6133.0,74.4,109.3
2025-02-01,Shoulder Press (Machine),4,963.0,27.5,36.7
2025-02-01,Standing Calf Raise (Machine),4,4568.0,72.5,111.2
2025-02-01,T Bar Row,10,4645.0,40.0,60.0
2025-02-01,Triceps Extension (Cable),16,4378.0,19.3,32.6
2025-02-01,Upright Row (Barbell),7,1780.0,20.0,30.7
2025-03-01,Bench Press (Barbell),6,3725.0,60.0,98.0
2025-03-01,Bent Over One Arm Row (Dumbbell),8,2878.0,27.5,41.1
2025-03-01,Bicep Curl (Cable),27,4745.0,13.6,30.8
2025-03-01,Cable Crossover,21,2945.0,10.7,19.2
2025-03-01,Chest Dip,4,528.0,9.0,18.4
2025-03-01,Chest Fly,8,5463.0,57.5,86.3
2025-03-01,Face Pull (Cable),13,4807.0,23.8,39.2
2025-03-01,Hack Squat,25,11020.0,37.6,91.0
2025-03-01,Hammer Curl (Dumbbell),4,524.0,12.5,18.7
2025-03-01,Hip Abductor (Machine),7,7260.0,69.3,115.0
2025-03-01,Hip Adductor (Machine),7,11670.0,114.3,195.8
2025-03-01,Incline Bench Press (Dumbbell),26,7671.0,28.7,45.9
2025-03-01,Incline Curl (Dumbbell),4,514.0,11.0,16.8
2025-03-01,Lat Pulldown (Cable),27,22249.0,75.8,117.3
2025-03-01,Lateral Raise (Dumbbell),12,1472.0,8.0,12.8
2025-03-01,Lateral Raise (Machine),11,3140.0,22.0,42.2
2025-03-01,Leg Extension (Machine),16,16290.0,70.9,122.7
2025-03-01,Leg Press,10,14955.0,107.5,225.0
2025-03-01,Lying Leg Curl (Machine),8,4503.0,52.5,80.0
2025-03-01,Pullover (Machine),10,3827.0,27.2,46.0
2025-03-01,Reverse Cable Curl,3,280.0,8.8,12.3
2025-03-01,Romanian Deadlift (Barbell),14,11010.0,67.9,114.7
2025-03-01,Seated Leg Curl (Machine),12,8588.0,62.5,95.3
2025-03-01,Seated Leg Press (Machine),6,7193.0,102.9,156.7
2025-03-01,Seated Overhead Press (Dumbbell),14,3784.0,23.9,36.4
2025-03-01,Seated Row (Cable),5,3453.0,59.0,87.1
2025-03-01,Seated Row (Machine),12,10728.0,77.1,117.0
2025-03-01,Shoulder Press (Machine),4,1220.0,33.8,46.7
2025-03-01,Shrug (Dumbbell),7,2818.0,25.1,41.6
2025-03-01,Single Leg Press,3,2060.0,63.3,100.3
2025-03-01,T Bar Row,8,4025.0,42.2,63.3
2025-03-01,Triceps Extension (Cable),20,7070.0,23.4,39.4
2025-03-01,Triceps Pushdown (Cable - Straight Bar),4,1754.0,34.1,53.7
2025-03-01,Upright Row (Barbell),3,925.0,23.3,35.8
2025-03-01,Upright Row (Cable),11,3500.0,25.9,40.1
2025-04-01,Bent Over One Arm Row (Dumbbell),12,4522.0,28.7,43.0
2025-04-01,Bicep Curl (Cable),16,2726.0,11.8,18.8
2025-04-01,Cable Crossover,16,2988.0,12.7,21.1
2025-04-01,Chest Dip,29,5800.0,16.0,35.0
2025-04-01,Face Pull (Cable),3,1078.0,24.5,37.6
2025-04-01,Hack Squat,22,12825.0,56.6,107.5
2025-04-01,Hammer Curl (Dumbbell),12,1906.0,13.8,21.0
2025-04-01,Hip Abductor (Machine),6,6795.0,76.7,126.0
2025-04-01,Hip Adductor (Machine),6,9590.0,108.8,168.7
2025-04-01,Incline Bench Press (Dumbbell),24,7386.0,29.5,48.7
2025-04-01,Incline Curl (Dumbbell),13,1806.0,11.7,17.6
2025-04-01,Lat Pulldown (Cable),3,2710.0,76.7,109.7
2025-04-01,Lateral Raise (Dumbbell),32,4108.0,8.1,15.0
2025-04-01,Leg Extension (Machine),8,9223.0,72.2,115.0
2025-04-01,Leg Press,4,6330.0,111.3,172.5
2025-04-01,Pull Up,4,310.0,7.5,14.3
2025-04-01,Pullover (Machine),10,3832.0,25.4,42.9
2025-04-01,Reverse Cable Curl,16,3334.0,14.1,23.0
2025-04-01,Romanian Deadlift (Barbell),9,7620.0,65.6,109.3
2025-04-01,Seated Leg Curl (Machine),8,5280.0,59.4,82.0
2025-04-01,Seated Overhead Press (Dumbbell),16,5064.0,26.3,39.2
2025-04-01,Seated Row (Machine),3,2880.0,80.0,112.0
2025-04-01,Triceps Extension (Cable),15,5031.0,23.1,38.3
2025-04-01,Triceps Pushdown (Cable - Straight Bar),12,6457.0,33.8,58.0
2025-04-01,Upright Row (Cable),16,6105.0,28.1,43.1
2025-05-01,Bent Over One Arm Row (Dumbbell),20,7718.0,32.6,48.7
2025-05-01,Bicep Curl (Cable),16,3113.0,14.1,31.9
2025-05-01,Bulgarian Split Squat,12,2432.0,15.5,23.5
2025-05-01,Cable Crossover,8,1693.0,13.5,22.2
2025-05-01,Chest Dip,12,3610.0,23.3,37.5
2025-05-01,Face Pull (Cable),6,2131.0,21.5,36.4
2025-05-01,Hack Squat,20,7410.0,35.5,80.0
2025-05-01,Hammer Curl (Dumbbell),7,1184.0,14.6,21.3
2025-05-01,Incline Bench Press (Dumbbell),12,4434.0,29.3,49.9
2025-05-01,Incline Curl (Dumbbell),3,504.0,12.4,18.8
2025-05-01,Lat Pulldown (Cable),4,3390.0,82.5,129.0
2025-05-01,Lateral Raise (Dumbbell),16,2074.0,8.4,15.3
2025-05-01,Leg Extension (Machine),19,23690.0,81.2,134.2
2025-05-01,Lying Leg Curl (Machine),3,1480.0,53.3,70.0
2025-05-01,Pull Up,19,1815.0,9.5,21.5
2025-05-01,Pullover (Machine),19,6693.0,25.5,40.3
2025-05-01,Reverse Cable Curl,4,850.0,12.5,20.0
2025-05-01,Romanian Deadlift (Barbell),8,5610.0,55.0,112.0
2025-05-01,Seated Leg Curl (Machine),12,9975.0,63.8,97.5
2025-05-01,Seated Leg Press (Machine),5,5673.0,99.5,152.8
2025-05-01,Seated Overhead Press (Dumbbell),11,3684.0,27.3,41.1
2025-05-01,Seated Row (Machine),4,3520.0,80.0,112.0
2025-05-01,Shrug (Dumbbell),4,1794.0,26.0,41.6
2025-05-01,Standing Calf Raise (Machine),4,5073.0,68.8,116.0
2025-05-01,Standing Leg Curl,3,1275.0,28.3,45.0
2025-05-01,Triceps Extension (Cable),7,2026.0,21.6,34.0
2025-05-01,Triceps Pushdown (Cable - Straight Bar),6,3045.0,34.8,54.4
2025-05-01,Upright Row (Cable),4,1524.0,28.8,43.1
